week,letter,day,classes,room,lesson,notes,hwk,event,time,break,lunch
13,A,FRI,11CS,G4,5,"code practice datetime functions, lesson on Go4", , ,1355  1510, , 
14,B,MON,10C3,B8,1,none, ,briefing,0850  0955, , 
14,B,MON,11T2,B8,2,none,*, ,0955  1100, , 
14,B,MON,7X1.Ph,B8,3,"COVER: P1 2.3 Activate 1 p128-129 Loudness and pitch - look up bold keyword meanings in glossary and note down, draw 4 waveform diagrams for low/high pitch and quiet loud sounds, copy table on p129, do Q1-3",*, ,1100  1220,11:00, 
14,B,MON,PPA,-,4,none, , ,1220  1355, , 
14,B,MON,10CS,B8,5,COVER: Python Exercises - lesson on Go4, , ,1355  1510, , 
14,B,TUE,10C3,B8,1,none, , ,0850  0955, , 
14,B,TUE,9Y1.CS,G4,2,COVER: Lesson on Go4 - Making a calculator program, , ,0955  1100, , 
14,B,TUE,11C2,B8,3,none, , ,1100  1220,11:40, 
14,B,TUE,11T2,G4,4,none, , ,1220  1355, ,13:25
14,B,TUE,8Y1.Ph,B8,5,"Cover: P2 1.5 Activate 2 p130-131 Resistance - do tasks A and b and copy the worked example from the top of p131. Then, draw the diagram on p131, showing the marble model of resistance. Do tasks 1-3. Extensions; go to https://www.bbc.co.uk/bitesize/guides/zsfgr82/revision/6 and read pages 6 and 7 before moving on to the test", , ,1355  1510, , 
14,B,WED,11C2,B8,1,none, , ,0850  0955, , 
14,B,WED,10T2,B5,2,none, , ,0955  1100, , 
14,B,WED,9Y2.Ph,B3,3,"COVER: CP1b distance-time graphs. Read the appropriate book pages and work through the attached resource (graph paper required). Extension: complete text book questions. (Sorry, the ActivTeach website server is currently unresponsive so I cannot give a more detailed reference.)", ,break duty,1100  1220,11:00, 
14,B,WED,11CS,G4,4,"COVER: Week 60, Environmental Impact of Technology - lesson on Go4", , ,1220  1355, ,13:25
14,B,WED,11CS,G4,5,COVER: Python coding practice exercises - lesson on Go4, , ,1355  1510, , 
14,B,THU,8Y1.Ph,B8,1,"Cover: Magnets and fields, lesson on Go4", ,briefing,0850  0955, , 
14,B,THU,10C3,B8,2,none,*, ,0955  1100, , 
14,B,THU,10T2,B8,3,none, , ,1100  1220,11:20, 
14,B,THU,7Y1.Ph,B5,4,"COVER: P1 2.3 Activate 1 p128-129 Loudness and pitch - look up bold keyword meanings in glossary and note down, draw 4 waveform diagrams for low/high pitch and quiet loud sounds, copy table on p129, do Q1-3", , ,1220  1355, ,12:20
14,B,THU,8X1.Ph,B3,5,"Cover: P2 1.5 Activate 2 p130-131 Resistance - do tasks A and b and copy the worked example from the top of p131. Then, draw the diagram on p131, showing the marble model of resistance. Do tasks 1-3. Extensions; go to https://www.bbc.co.uk/bitesize/guides/zsfgr82/revision/6 and read pages 6 and 7 before moving on to the test	",*, ,1355  1510, , 
14,B,FRI,PPA,-,1,ppa, , ,0850  0955, , 
14,B,FRI,11T2,B8,2,none, , ,0955  1100, , 
14,B,FRI,PPA,-,3,ppa, , ,1100  1220, , 
14,B,FRI,10CS,G4,4,"COVER: Common algorithms for sorting data - Insertion, Merge, Bubble - lesson on Go4 1/2", , ,1220  1355, ,12:50
14,B,FRI,10CS,G4,5,"COVER: Common algorithms for sorting data - Insertion, Merge, Bubble - lesson on Go4 2/2", , ,1355  1510, , 
15,A,MON,11CS,G4,1,"Cover: Lesson on Go4, multiple choice questions on Systems Architecture", ,briefing,0850  0955, , 
15,A,MON,10C3,B8,2,none, , ,0955  1100, , 
15,A,MON,7X2.Ph,B6,3,"Cover: P1 2.4 Detecting sound, Activate 1, p130-131. Draw a half page diagram of the ear as shown on p130 and label, on the other half list the keywords and describe what each part does. Then, copy the decibel table on p131 and explain how sound is measured. Try questions 1-3.", ,break duty,1100  1220,11:00, 
15,A,MON,8X1.Ph,B8,4,"Cover: Magnets and fields, lesson on Go4	", , ,1220  1355, ,12:50
15,A,MON,11C2,B8,5,none,*, ,1355  1510, , 
15,A,TUE,10T2,B5,1,none, , ,0850  0955, , 
15,A,TUE,PPA,-,2,na, , ,0955  1100, , 
15,A,TUE,PPA,-,3,na, , ,1100  1220, , 
15,A,TUE,11T2,B8,4,none, , ,1220  1355, ,13:25
15,A,TUE,7X1.Ph,B8,5,"Cover: P1 2.4 Detecting sound, Activate 1, p130-131. Draw a half page diagram of the ear as shown on p130 and label, on the other half list the keywords and describe what each part does. Then, copy the decibel table on p131 and explain how sound is measured. Try questions 1-3.	", , ,1355  1510, , 
15,A,WED,7Y1.Ph,B8,1,"Cover: P1 2.4 Detecting sound, Activate 1, p130-131. Draw a half page diagram of the ear as shown on p130 and label, on the other half list the keywords and describe what each part does. Then, copy the decibel table on p131 and explain how sound is measured. Try questions 1-3.", , ,0850  0955, , 
15,A,WED,11T2,B8,2,none, , ,0955  1100, , 
15,A,WED,PPA,B8,3,na, , ,1100  1220, , 
15,A,WED,10T2,B3,4,none, , ,1220  1355, ,12:50
15,A,WED,9Y2.Ph,B3,5,Cover: See attached files to email. Speed of Santa. Pupil calculations from worksheet using speed = distance / time and measurements from the map.,*, ,1355  1510, , 
15,A,THU,10CS,G4,1,Cover: Linear searching algorithms - lesson on Go4, ,briefing,0850  0955, , 
15,A,THU,10CS,G4,2,Cover: Binary searching algorithms - lesson on Go4,*, ,0955  1100, , 
15,A,THU,PPA,-,3,0, , ,1100  1220, , 
15,A,THU,9Y1.CS,B8,4,COVER: Lesson on Go4 - Coding Logic Circuits,*, ,1220  1355, ,12:20
15,A,THU,7Y1.CS,B8,5,COVER: Y7 Autumn Term assessment tasks posted on Go4 (runs till end of term),*, ,1355  1510, , 
15,A,FRI,7X2.Ph,B6,1,"Cover: P1 2.5 Echoes and Ultrasound p132-133 - draw diagram of building and label with distance, time and speed. Describe what reverberations are and explain how they can be reduced. Draw the boat diagram and describe how sonar works. Do tasks A, B, C and questions 1,2,3.", , ,0850  0955, , 
15,A,FRI,10T2,B8,2,none,*, ,0955  1100, , 
15,A,FRI,11C2,G4,3,none, , ,1100  1220,11:40, 
15,A,FRI,11CS,G4,4,"Cover: pupils can look over the revision resources put on Go4 to help them prepare for the mock exam, or use Seneca for revision. ",*, ,1220  1355, ,13:25
15,A,FRI,11CS,G4,5,as above if no early finish, , ,1355  1510, , 
16,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
16,B,MON,11T2,B8,2,n.a.,*, ,0955  1100, , 
16,B,MON,7X1.Ph,B8,3,Dist: P1 2.5 Echoes and Ultrasound,*, ,1100  1220,11:00, 
16,B,MON,PPA,-,4,ppa, , ,1220  1355, , 
16,B,MON,10CS,B8,5,Dist: recap Sorting and Searching algorithms, , ,1355  1510, , 
16,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
16,B,TUE,9Y1.CS,G4,2,"Dist: Flowcharts, Y9 Spr1 L1", , ,0955  1100, , 
16,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
16,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
16,B,TUE,8Y1.Ph,B8,5,"Dist: Electromagnets, P2 1.7", , ,1355  1510, , 
16,B,WED,11C2,B8,1,0, , ,0850  0955, , 
16,B,WED,10T2,B5,2,0, , ,0955  1100, , 
16,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
16,B,WED,11CS,G4,4,Programming project lesson 1, , ,1220  1355, ,13:25
16,B,WED,11CS,G4,5,Programming Project lesson 2, , ,1355  1510, , 
16,B,THU,8Y1.Ph,B8,1,Dist: Using electromagnets, ,briefing,0850  0955, , 
16,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
16,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
16,B,THU,7Y1.Ph,B5,4,Dist: P1 2.5 Echoes and Ultrasound, , ,1220  1355, ,12:20
16,B,THU,8X1.Ph,B3,5,Dist: P2 1.7 Electromagnets,*, ,1355  1510, , 
16,B,FRI,PPA,-,1,0, , ,0850  0955, , 
16,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
16,B,FRI,PPA,-,3,0, , ,1100  1220, , 
16,B,FRI,10CS,G4,4,programming challenges 1, , ,1220  1355, ,12:50
16,B,FRI,10CS,G4,5,programming challenges 2, , ,1355  1510, , 
17,A,MON,11CS,G4,1,programming project, ,briefing,0850  0955, , 
17,A,MON,10C3,B8,2,0, , ,0955  1100, , 
17,A,MON,7X2.Ph,B6,3,sound topic checkpoint, ,break duty,1100  1220,11:00, 
17,A,MON,8X1.Ph,B8,4,Using electromagnets, , ,1220  1355, ,12:50
17,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
17,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
17,A,TUE,PPA,-,2,0, , ,0955  1100, , 
17,A,TUE,PPA,-,3,0, , ,1100  1220, , 
17,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
17,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
17,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
17,A,WED,11T2,B8,2,0, , ,0955  1100, , 
17,A,WED,PPA,B8,3,0, , ,1100  1220, , 
17,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
17,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
17,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
17,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
17,A,THU,PPA,-,3,0, , ,1100  1220, , 
17,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
17,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
17,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
17,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
17,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
17,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
17,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
18,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
18,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
18,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
18,B,MON,PPA,-,4,0, , ,1220  1355, , 
18,B,MON,10CS,B8,5,0, , ,1355  1510, , 
18,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
18,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
18,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
18,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
18,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
18,B,WED,11C2,B8,1,0, , ,0850  0955, , 
18,B,WED,10T2,B5,2,0, , ,0955  1100, , 
18,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
18,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
18,B,WED,11CS,G4,5,0, , ,1355  1510, , 
18,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
18,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
18,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
18,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
18,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
18,B,FRI,PPA,-,1,0, , ,0850  0955, , 
18,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
18,B,FRI,PPA,-,3,0, , ,1100  1220, , 
18,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
18,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
19,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
19,A,MON,10C3,B8,2,0, , ,0955  1100, , 
19,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
19,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
19,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
19,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
19,A,TUE,PPA,-,2,0, , ,0955  1100, , 
19,A,TUE,PPA,-,3,0, , ,1100  1220, , 
19,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
19,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
19,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
19,A,WED,11T2,B8,2,0, , ,0955  1100, , 
19,A,WED,PPA,B8,3,0, , ,1100  1220, , 
19,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
19,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
19,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
19,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
19,A,THU,PPA,-,3,0, , ,1100  1220, , 
19,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
19,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
19,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
19,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
19,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
19,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
19,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
20,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
20,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
20,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
20,B,MON,PPA,-,4,0, , ,1220  1355, , 
20,B,MON,10CS,B8,5,0, , ,1355  1510, , 
20,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
20,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
20,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
20,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
20,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
20,B,WED,11C2,B8,1,0, , ,0850  0955, , 
20,B,WED,10T2,B5,2,0, , ,0955  1100, , 
20,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
20,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
20,B,WED,11CS,G4,5,0, , ,1355  1510, , 
20,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
20,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
20,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
20,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
20,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
20,B,FRI,PPA,-,1,0, , ,0850  0955, , 
20,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
20,B,FRI,PPA,-,3,0, , ,1100  1220, , 
20,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
20,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
21,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
21,A,MON,10C3,B8,2,0, , ,0955  1100, , 
21,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
21,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
21,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
21,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
21,A,TUE,PPA,-,2,0, , ,0955  1100, , 
21,A,TUE,PPA,-,3,0, , ,1100  1220, , 
21,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
21,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
21,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
21,A,WED,11T2,B8,2,0, , ,0955  1100, , 
21,A,WED,PPA,B8,3,0, , ,1100  1220, , 
21,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
21,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
21,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
21,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
21,A,THU,PPA,-,3,0, , ,1100  1220, , 
21,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
21,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
21,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
21,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
21,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
21,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
21,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
22,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
22,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
22,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
22,B,MON,PPA,-,4,0, , ,1220  1355, , 
22,B,MON,10CS,B8,5,0, , ,1355  1510, , 
22,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
22,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
22,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
22,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
22,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
22,B,WED,11C2,B8,1,0, , ,0850  0955, , 
22,B,WED,10T2,B5,2,0, , ,0955  1100, , 
22,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
22,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
22,B,WED,11CS,G4,5,0, , ,1355  1510, , 
22,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
22,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
22,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
22,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
22,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
22,B,FRI,PPA,-,1,0, , ,0850  0955, , 
22,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
22,B,FRI,PPA,-,3,0, , ,1100  1220, , 
22,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
22,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
23,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
23,A,MON,10C3,B8,2,0, , ,0955  1100, , 
23,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
23,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
23,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
23,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
23,A,TUE,PPA,-,2,0, , ,0955  1100, , 
23,A,TUE,PPA,-,3,0, , ,1100  1220, , 
23,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
23,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
23,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
23,A,WED,11T2,B8,2,0, , ,0955  1100, , 
23,A,WED,PPA,B8,3,0, , ,1100  1220, , 
23,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
23,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
23,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
23,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
23,A,THU,PPA,-,3,0, , ,1100  1220, , 
23,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
23,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
23,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
23,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
23,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
23,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
23,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
24,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
24,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
24,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
24,B,MON,PPA,-,4,0, , ,1220  1355, , 
24,B,MON,10CS,B8,5,0, , ,1355  1510, , 
24,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
24,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
24,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
24,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
24,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
24,B,WED,11C2,B8,1,0, , ,0850  0955, , 
24,B,WED,10T2,B5,2,0, , ,0955  1100, , 
24,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
24,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
24,B,WED,11CS,G4,5,0, , ,1355  1510, , 
